Month,Ticker,MonthEndDate,price,ret21,ret63,ma20_gap,ma60_gap,vol20,vol60,rel_strength_63,ma20_gap_q90,large_down,large_up,medium_down,medium_up,small_down,small_flat,small_up,medium_flat,large_flat,risk_event_count,overheat_event_count,event_balance,risk_score,overheat_score,recovery_score,vol_rising,trend_negative,trend_positive,momentum_negative,momentum_positive,relative_positive,relative_negative,gap_overheated,high_vol_mixed,HSIStateLabel,StateReason,hsi_direction_score_draft,HSIStateLabelOriginal,HSIState5,StateLabelKR
2019-04,153130,2019-04-30,98307.0,0.0013955383518386,0.00443431794264,0.0006529737278591,0.0020608909960078,0.0010333862302743,0.0009222172825624,-0.0683990524521196,0.0007656507578274,0.0,1.0,0.0,6.0,1.0,4.0,10.0,0.0,0.0,0.0,8.0,8.0,2,5,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,1.5,불안정 과열,conflict,충돌 상태
2019-05,153130,2019-05-31,98480.0,0.0017597933005788,0.0046826700400934,0.0007443595078588,0.0022840093056628,0.0007088250587467,0.0009084322990318,0.0140494302123667,0.0007817979835369,0.0,1.0,0.0,11.0,0.0,3.0,6.0,0.0,0.0,0.0,13.0,13.0,0,4,5,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-3.0,과열 후보,neutral_watch,관찰·중립
2019-06,153130,2019-06-28,98635.0,0.0017773715214299,0.0049209389518298,0.0006086735987826,0.0023298100517177,0.0012970843131198,0.0010902351911417,-0.0051047803311028,0.0008194530195083,0.0,3.0,0.0,4.0,1.0,2.0,9.0,0.0,0.0,0.0,10.0,10.0,2,7,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2019-07,153130,2019-07-31,98845.0,0.0019868422386439,0.0054726519983316,0.0008748605184762,0.002551725478628,0.0011157567262416,0.0010463544478156,0.0204307861430927,0.000859552557464,0.0,1.0,0.0,7.0,1.0,2.0,12.0,0.0,0.0,0.0,9.0,9.0,1,6,4,True,False,True,False,True,True,False,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,0.0,불안정 과열,neutral_watch,관찰·중립
2019-08,153130,2019-08-30,99008.0,0.0016490464869238,0.00536149471974,0.0005962667636862,0.0023678605410628,0.0011269838699825,0.0011220308103027,-0.014325052656081,0.0009056611684749,0.0,2.0,0.0,3.0,2.0,2.0,12.0,0.0,0.0,0.0,7.0,7.0,2,7,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2019-09,153130,2019-09-30,99037.0,0.0004444758720314,0.0040756323820145,0.0002211783859229,0.0013344452868164,0.001217118573945,0.001249487842068,0.005659907424702,0.0009056611684749,0.0,0.0,0.0,2.0,6.0,6.0,5.0,0.0,0.0,0.0,2.0,2.0,0,2,5,False,False,True,False,True,True,False,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-4.0,안정적 회복 후보,risk_relief,위험 완화 우세
2019-10,153130,2019-10-31,99114.0,0.0007774872017529,0.0029243612446243,0.0001821466972162,0.0009429011259942,0.0015122657980595,0.001329266668088,-0.0101609180067732,0.0009056611684749,1.0,1.0,0.0,3.0,3.0,6.0,7.0,0.0,0.0,2.0,5.0,3.0,2,5,2,True,False,True,False,True,False,True,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2019-11,153130,2019-11-29,99201.0,0.0008777771051515,0.0021011586677845,0.0004008622319706,0.001087528008135,0.000747158694242,0.00118373477252,-0.0249121513992273,0.0009056611684749,0.0,0.0,0.0,7.0,1.0,8.0,5.0,0.0,0.0,0.0,7.0,7.0,1,4,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2019-12,153130,2019-12-30,99304.0,0.0010382959849195,0.0026959621151689,0.0004427763234049,0.0013152026060707,0.0012370369530259,0.0011923560661909,-0.0467172332970226,0.0009056611684749,0.0,3.0,0.0,5.0,3.0,7.0,2.0,0.0,0.0,0.0,11.0,11.0,2,7,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2020-01,153130,2020-01-31,99462.0,0.0015406458629128,0.0037136456294024,0.0007490877881586,0.0019379880752368,0.0014546978290667,0.0011917819055021,-0.0127113888688941,0.0008980158280296,0.0,3.0,1.0,7.0,1.0,5.0,3.0,0.0,0.0,1.0,13.0,12.0,2,7,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2020-02,153130,2020-02-28,99578.0,0.0013172845837481,0.0040027827910587,0.000559673560599,0.0018918743977847,0.0015790389814709,0.001418763286213,0.0184172567742863,0.0008980158280296,1.0,1.0,0.0,6.0,1.0,4.0,7.0,0.0,0.0,2.0,8.0,6.0,1,5,3,True,False,True,False,True,True,False,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,0.5,불안정 과열,neutral_watch,관찰·중립
2020-03,153130,2020-03-31,99748.0,0.0014557794443943,0.0044205459726711,0.0004588662743318,0.0020235085958095,0.0022716789728543,0.001797691664093,0.1159699477246797,0.0009056611684749,0.0,4.0,1.0,2.0,4.0,3.0,8.0,0.0,0.0,1.0,10.0,9.0,1,6,4,True,False,True,False,True,True,False,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,0.0,불안정 과열,neutral_watch,관찰·중립
2020-04,153130,2020-04-29,99893.0,0.0014536632313428,0.0044848009492493,0.0005208281167055,0.00200498630213,0.0011090293732638,0.0017297768142114,0.072825345158499,0.0009056611684749,0.0,0.0,0.0,5.0,0.0,7.0,8.0,0.0,0.0,0.0,5.0,5.0,0,4,5,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-3.0,과열 후보,neutral_watch,관찰·중립
2020-05,153130,2020-05-29,100028.0,0.0014015697581291,0.0044686342046333,0.0008264512423783,0.0020357336112424,0.0011238957759923,0.0015707404396488,0.0494854468427075,0.0009056611684749,0.0,1.0,0.0,2.0,0.0,4.0,12.0,0.0,0.0,0.0,4.0,4.0,0,3,5,False,False,True,False,True,True,False,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-3.5,안정적 회복 후보,risk_relief,위험 완화 우세
2020-06,153130,2020-06-30,100047.0,0.0001899468148918,0.0028970107660537,0.0001904467701276,0.0010227313848463,0.0008245940588455,0.001102985279522,-0.1221017064064352,0.0008679736900875,0.0,0.0,1.0,2.0,2.0,12.0,5.0,0.0,0.0,1.0,2.0,1.0,1,2,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-2.0,안정적 회복 후보,risk_relief,위험 완화 우세
2020-07,153130,2020-07-31,100100.0,0.0003797645459815,0.0020320930558475,0.0001598657128012,0.0006876186817015,0.0005667266617881,0.0009813797101521,-0.1508379444641593,0.0008454291172224,0.0,0.0,0.0,2.0,2.0,11.0,8.0,0.0,0.0,0.0,2.0,2.0,1,2,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-2.0,안정적 회복 후보,risk_relief,위험 완화 우세
2020-08,153130,2020-08-31,100110.0,0.0001498576352465,0.00081977046427,-2.996613826378169e-05,0.0003295795021867,0.0007708173575447,0.0007420244216167,-0.0924013460496097,0.0007485944262474,1.0,1.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,2.0,2.0,0.0,2,2,1,True,False,False,False,True,False,True,False,True,중립/혼조,위험악화·과열·회복 중 어느 한쪽이 뚜렷하지 않음,2.0,중립/혼조,neutral_watch,관찰·중립
2020-09,153130,2020-09-29,100143.0,0.0003296373988612,0.0009595490119642,0.0001697860695524,0.0003442929940038,0.0009310408296741,0.000777834581383,-0.0476186432836205,0.000744027255382,0.0,3.0,2.0,1.0,3.0,7.0,5.0,0.0,0.0,2.0,7.0,5.0,2,6,2,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2020-10,153130,2020-10-30,100197.0,0.00067912393013,0.0010190319196763,0.000216620264676,0.0005921845618583,0.0017512031324405,0.0012256776097644,0.0310458954792575,0.000744027255382,1.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,2.0,6.0,4.0,1,6,3,True,False,True,False,True,True,False,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,1.0,불안정 과열,neutral_watch,관찰·중립
2020-11,153130,2020-11-30,100222.0,0.0002495084683173,0.0010287757568494,4.490233741605287e-05,0.0004808308224204,0.0006737309404364,0.0011938501773178,-0.0040134631452804,0.000744027255382,1.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,2.0,0.0,-2.0,1,2,3,False,False,True,False,True,False,True,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,-1.0,회복 후보,risk_relief,위험 완화 우세
2020-12,153130,2020-12-30,100257.0,0.0003492247211192,0.0012783509273037,5.984977705963957e-05,0.0004016294681279,0.0008625127932898,0.0011756387830999,-0.0839337668843387,0.000744027255382,0.0,1.0,0.0,2.0,6.0,5.0,7.0,0.0,0.0,0.0,4.0,4.0,1,3,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-1.5,안정적 회복 후보,risk_relief,위험 완화 우세
2021-01,153130,2021-01-29,100327.0,0.0006483014502005,0.0012974440352504,0.0001819382656049,0.0006740846454156,0.0018357549410867,0.0012219239541198,-0.1058237972847135,0.0007393496743133,0.0,3.0,2.0,2.0,4.0,6.0,3.0,0.0,0.0,2.0,8.0,6.0,2,6,2,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2021-02,153130,2021-02-26,100376.0,0.0005881356101158,0.001586557170939,0.0002232107268698,0.0007449223398103,0.0010375073302787,0.0012226459062085,-0.0700609043978773,0.0007316282679483,0.0,0.0,0.0,2.0,3.0,4.0,9.0,0.0,0.0,0.0,2.0,2.0,1,2,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-2.0,안정적 회복 후보,risk_relief,위험 완화 우세
2021-03,153130,2021-03-31,100420.0,0.0003885197397914,0.0014759853199297,0.0002141466256966,0.0006410533203571,0.0009027057198317,0.0012386680603353,-0.0460066976749707,0.0005540508307488,1.0,1.0,0.0,1.0,1.0,10.0,8.0,0.0,0.0,2.0,3.0,1.0,1,2,3,False,False,True,False,True,False,True,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,-1.0,회복 후보,risk_relief,위험 완화 우세
2021-04,153130,2021-04-30,100469.0,0.0004879506074486,0.0016150418216076,0.0001697328921936,0.0006224696608287,0.0006966585692388,0.0007730265797889,-0.0408342041508518,0.000464067552435,0.0,0.0,0.0,2.0,3.0,8.0,9.0,0.0,0.0,0.0,2.0,2.0,1,2,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-2.0,안정적 회복 후보,risk_relief,위험 완화 우세
2021-05,153130,2021-05-31,100503.0,0.0003782411785198,0.001265242687495,6.069838970157448e-05,0.0005380842706668,0.0009628739036317,0.0008334604323106,-0.0481599256980306,0.0003221798175871,0.0,1.0,1.0,1.0,4.0,5.0,7.0,0.0,0.0,1.0,3.0,2.0,2,3,3,True,False,True,False,True,False,True,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,0.5,회복 후보,risk_relief,위험 완화 우세
2021-06,153130,2021-06-30,100425.0,-0.0006766640462519,4.979087831102902e-05,-0.0004986310040995,-0.0005094076191521,0.0012787224387654,0.0010959113432392,-0.0585838867929382,0.0003008126724132,6.0,0.0,2.0,1.0,1.0,7.0,5.0,0.0,0.0,14.0,1.0,-13.0,6,2,1,True,True,False,False,True,False,True,False,False,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,6.0,강한 위험악화,accident_zone,강한 위험 악화
2021-07,153130,2021-07-30,100498.0,0.0007269106298233,0.0002886462490918,0.0001965599520294,0.0001544216081441,0.0012210670398974,0.0012009117610682,-0.038646711363162,0.000291957003809,1.0,2.0,1.0,9.0,0.0,6.0,3.0,0.0,0.0,3.0,13.0,10.0,2,7,2,True,False,True,False,True,False,True,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.5,불안정 과열,conflict,충돌 상태
2021-08,153130,2021-08-31,100507.0,8.955402097554632e-05,8.955402097554632e-05,3.830725703624083e-05,0.0002406713320304,0.0012203738006357,0.0013082625383105,-0.0361547946941918,0.000291957003809,1.0,0.0,0.0,3.0,6.0,5.0,6.0,0.0,0.0,2.0,3.0,1.0,1,3,3,False,False,True,False,True,False,True,False,False,회복 후보,일부 회복 신호가 나타나지만 아직 확정적이지 않음,-0.5,회복 후보,risk_relief,위험 완화 우세
2021-09,153130,2021-09-30,100577.0,0.0007860852952297,0.0015634335789682,0.000311798670554,0.000678713485571,0.0012359598470695,0.0012332473704253,-0.0062510009433251,0.0003019504724466,0.0,1.0,2.0,4.0,1.0,5.0,6.0,0.0,0.0,2.0,6.0,4.0,2,6,2,True,False,True,False,True,False,True,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2021-10,153130,2021-10-29,100569.0,-3.9772105833613125e-05,0.0008060663959876,-0.000299207448178,0.0002113423721565,0.001654726654846,0.0013910552933622,-0.0119813669441893,0.0003115014350768,3.0,3.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,7.0,7.0,0.0,5,5,1,True,False,False,False,True,False,True,False,True,강한 위험악화,큰 하락 사건과 위험 지표가 동시에 강하게 나타남,6.5,강한 위험악화,accident_zone,강한 위험 악화
2021-11,153130,2021-11-30,100636.0,0.0006662092692579,0.0013731616549583,0.0001614991092702,0.0004674136780054,0.0011633549653451,0.0013837920433316,-0.0011032191818616,0.0003153844517871,0.0,1.0,0.0,5.0,5.0,9.0,2.0,0.0,0.0,0.0,7.0,7.0,1,4,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2021-12,153130,2021-12-30,100751.0,0.0010929939090429,0.0017300177973094,0.0004369110389546,0.0010674634941063,0.0014116668727017,0.0014401074831043,-0.0372371895652054,0.0003535915613521,0.0,1.0,2.0,7.0,1.0,4.0,7.0,0.0,0.0,2.0,9.0,7.0,1,5,3,False,False,True,False,True,False,True,True,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,0.5,과열 후보,neutral_watch,관찰·중립
2022-01,153130,2022-01-28,100800.0,0.0004366985588948,0.0022969304656503,0.0002937370497686,0.0009821143959698,0.0015294495570245,0.0013317464731668,0.0297394973252536,0.0003535915613521,1.0,1.0,1.0,5.0,3.0,4.0,5.0,0.0,0.0,3.0,7.0,4.0,1,5,3,True,False,True,False,True,True,False,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,0.5,불안정 과열,neutral_watch,관찰·중립
2022-02,153130,2022-02-28,100899.0,0.0011708556176264,0.0026532315764369,0.0005161286484123,0.0012836206139448,0.0011252532267405,0.0013330761028705,0.0322992142730456,0.0004366388508637,0.0,0.0,1.0,7.0,1.0,3.0,6.0,0.0,0.0,1.0,7.0,6.0,0,5,5,False,False,True,False,True,True,False,True,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-2.5,과열 후보,neutral_watch,관찰·중립
2022-03,153130,2022-03-31,100943.0,0.0004360796440003,0.002054876111817,-0.0001178744171902,0.0008386343562467,0.001782297647212,0.0014825946949695,0.0011075970497158,0.0004973785116636,1.0,1.0,2.0,3.0,1.0,5.0,8.0,0.0,0.0,4.0,5.0,1.0,2,4,2,True,False,False,False,True,True,False,False,True,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,2.0,과열 후보,conflict,충돌 상태
2022-04,153130,2022-04-29,101004.0,0.0006043014374448,0.0022127186672091,0.0005904240354095,0.0008361440136266,0.0021018692678373,0.0016846919032112,-0.0056245421059129,0.0005038163786713,0.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,0.0,5.0,10.0,5.0,4,8,2,True,False,True,False,True,False,True,True,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,6.0,위험악화,risk_warning,위험 악화 우세
2022-05,153130,2022-05-31,101081.0,0.0007623460457011,0.0018037839820017,0.0002879708347889,0.0009435327735292,0.0026152153355936,0.0021543773804827,0.0021588443747856,0.0005487098409771,3.0,4.0,1.0,4.0,3.0,1.0,5.0,0.0,0.0,7.0,12.0,5.0,4,7,3,True,False,True,False,True,True,False,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,4.5,고변동성 혼합구간,conflict,충돌 상태
2022-06,153130,2022-06-30,101037.0,-0.0003858482725869,0.0010303864940108,-0.000159322178142,0.0001915506844596,0.0029538326697203,0.0025677568917586,0.0716727224465598,0.0005487098409771,2.0,0.0,2.0,4.0,3.0,2.0,7.0,0.0,0.0,6.0,4.0,-2.0,4,4,2,True,False,False,False,True,True,False,False,False,위험악화,하락 사건·약세 추세·변동성 확대 신호가 우세함,4.0,위험악화,risk_warning,위험 악화 우세
2022-07,153130,2022-07-29,101135.0,0.0009699417045241,0.0012474135968081,0.0007609484049273,0.0007926384569181,0.0019846117370094,0.0025481212793921,0.0141522240416586,0.000553794889898,0.0,0.0,3.0,6.0,4.0,1.0,7.0,0.0,0.0,3.0,6.0,3.0,1,5,4,False,False,True,False,True,True,False,True,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-0.5,과열 후보,neutral_watch,관찰·중립
2022-08,153130,2022-08-31,101220.0,0.0008404607702576,0.0013751347928889,-0.0001136010036402,0.0010338016208533,0.0039363517772873,0.0030894671930442,0.0339407637721247,0.0006559225942695,2.0,4.0,1.0,3.0,4.0,2.0,6.0,0.0,0.0,5.0,11.0,6.0,4,6,2,True,False,False,False,True,True,False,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,5.0,고변동성 혼합구간,risk_warning,위험 악화 우세
2022-09,153130,2022-09-30,101363.0,0.0017096551042592,0.0032265407721923,0.0004579703622111,0.0015512914254096,0.0052020903388163,0.0039011780511824,0.0537925820058068,0.0007157691276718,2.0,5.0,2.0,2.0,1.0,3.0,5.0,0.0,0.0,6.0,12.0,6.0,4,6,3,True,False,True,False,True,True,False,False,True,고변동성 혼합구간,큰 상승과 큰 하락이 함께 나타나고 단기 변동성이 확대됨,4.0,고변동성 혼합구간,conflict,충돌 상태
2022-10,153130,2022-10-31,101512.0,0.0024985433393573,0.0041149006884544,0.0003887750923772,0.0017285587175444,0.0025821056972139,0.0039659874113214,0.0501048222145133,0.0009392045106351,0.0,0.0,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,5.0,0,4,5,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-3.0,과열 후보,neutral_watch,관찰·중립
2022-11,153130,2022-11-30,101797.0,0.0028569458263962,0.0057501358494294,0.0014658429088618,0.0030652857416175,0.0023939334868975,0.0035611091604364,0.033008041306454,0.0010135580791379,0.0,2.0,0.0,6.0,3.0,4.0,7.0,0.0,0.0,0.0,10.0,10.0,0,7,5,False,False,True,False,True,True,False,True,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.5,과열 후보,neutral_watch,관찰·중립
2022-12,153130,2022-12-29,102094.0,0.0029175712447322,0.0075993841538035,0.0011625347081087,0.0037716568760679,0.0025079020723018,0.0024813481899723,0.0057783841871774,0.0011215666980216,0.0,3.0,0.0,4.0,0.0,6.0,8.0,0.0,0.0,0.0,10.0,10.0,1,8,4,True,False,True,False,True,True,False,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,1.0,불안정 과열,neutral_watch,관찰·중립
2023-01,153130,2023-01-31,102494.0,0.0040064652005682,0.0096737331547009,0.0017372606990579,0.0049886307069944,0.0029176294024588,0.0026310884701464,-0.0241182627736389,0.0015270118101631,0.0,5.0,0.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,17.0,17.0,2,8,3,True,False,True,False,True,False,True,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2023-02,153130,2023-02-28,102665.0,0.0018052302888369,0.0085267738734933,0.0005355225925725,0.0035622149433818,0.0022636404231123,0.0026384315972817,-0.0247435619489859,0.0016880303761692,0.0,0.0,2.0,7.0,2.0,2.0,7.0,0.0,0.0,2.0,7.0,5.0,1,4,3,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,0.0,과열 후보,neutral_watch,관찰·중립
2023-03,153130,2023-03-31,103170.0,0.004772107518504,0.0106283979037076,0.0019603149129123,0.0050624937084147,0.0028527571504659,0.0028294621055562,-0.0664842480758615,0.0018060951973507,0.0,3.0,0.0,8.0,0.0,2.0,9.0,0.0,0.0,0.0,14.0,14.0,2,8,3,True,False,True,False,True,False,True,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2023-04,153130,2023-04-28,103432.0,0.0026852794338616,0.0092896174863388,0.0011217999905144,0.0044860933695294,0.0015332094823661,0.0024578320805221,-0.0349558793210976,0.0018095974990343,0.0,0.0,0.0,3.0,1.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1,3,4,False,False,True,False,True,False,True,False,False,안정적 회복 후보,추세·상대강도·변동성 안정 신호가 함께 나타남,-1.5,안정적 회복 후보,risk_relief,위험 완화 우세
2023-05,153130,2023-05-31,103594.0,0.0016146654161872,0.0088523153333008,0.0006790715555955,0.003144044560509,0.0019230479700969,0.0023829359319209,-0.0251227121253064,0.0018095974990343,0.0,1.0,0.0,3.0,3.0,4.0,9.0,0.0,0.0,0.0,5.0,5.0,1,4,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2023-06,153130,2023-06-30,103887.0,0.0028283491321892,0.0074379363847945,0.0010580358691505,0.0032885391729864,0.0056483005570283,0.0035450047206411,-0.0231519328358036,0.0018290814312071,1.0,2.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,2.0,8.0,6.0,2,7,2,True,False,True,False,True,False,True,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.5,불안정 과열,conflict,충돌 상태
2023-07,153130,2023-07-31,104165.0,0.0026759844831403,0.0071354675278214,0.0013424612366119,0.0036512614171171,0.0018554604455966,0.003550745896124,-0.0344383943392125,0.0018290814312071,0.0,3.0,0.0,5.0,2.0,2.0,9.0,0.0,0.0,0.0,11.0,11.0,1,6,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,0.0,과열 후보,neutral_watch,관찰·중립
2023-08,153130,2023-08-31,104488.0,0.0029082881412871,0.0082891854596687,0.00137957075655,0.004030838016813,0.0018248937065265,0.0026636125181515,-0.0304055306182673,0.0018290814312071,0.0,0.0,0.0,13.0,4.0,2.0,3.0,0.0,0.0,0.0,13.0,13.0,1,4,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
2023-09,153130,2023-09-27,104773.0,0.0032941041281635,0.0085770393330895,0.0018574519202037,0.0043844498859071,0.0033601342887858,0.0024299647833384,-0.0038494082377824,0.0018290814312071,0.0,5.0,0.0,3.0,6.0,0.0,5.0,0.0,0.0,0.0,13.0,13.0,2,8,3,True,False,True,False,True,False,True,True,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.0,불안정 과열,conflict,충돌 상태
2023-10,153130,2023-10-31,105011.0,0.0033153710922571,0.0085380611206085,0.0010934608751691,0.0040114821385945,0.0033000376183456,0.0028531153225569,0.0583047723186105,0.0018552526050928,1.0,1.0,0.0,5.0,3.0,1.0,8.0,0.0,0.0,2.0,7.0,5.0,1,5,3,True,False,True,False,True,True,False,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,0.5,불안정 과열,neutral_watch,관찰·중립
2023-11,153130,2023-11-30,105408.0,0.0036945343744048,0.0093361293843901,0.0016991481451915,0.0046979248462288,0.0018552144649126,0.0028944020095581,0.0051175710240068,0.0018552526050928,0.0,2.0,0.0,7.0,1.0,1.0,11.0,0.0,0.0,0.0,11.0,11.0,0,6,5,False,False,True,False,True,True,False,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-2.0,과열 후보,neutral_watch,관찰·중립
2023-12,153130,2023-12-28,105780.0,0.004176950825897,0.0110007741639506,0.0018193372536057,0.0051677417617834,0.0028535849686886,0.0027207937002495,-0.0276205602394153,0.0018781703361915,0.0,3.0,0.0,3.0,0.0,1.0,12.0,0.0,0.0,0.0,9.0,9.0,2,7,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.5,불안정 과열,conflict,충돌 상태
2024-01,153130,2024-01-31,106120.0,0.002844479724813,0.0105607983925493,0.0014452633064019,0.0047932513848416,0.0248249129194224,0.0142279022518778,-0.0595158489724202,0.001876867217102,1.0,2.0,0.0,7.0,1.0,1.0,10.0,0.0,0.0,2.0,11.0,9.0,2,7,2,True,False,True,False,True,False,True,False,True,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,3.5,불안정 과열,conflict,충돌 상태
2024-02,153130,2024-02-29,106370.0,0.0026392685455745,0.0099120824867553,0.0012175189063696,0.0041192457290082,0.0173461058723187,0.0142592143074411,-0.0508458484849764,0.0018403307548188,0.0,2.0,0.0,2.0,5.0,0.0,10.0,0.0,0.0,0.0,6.0,6.0,2,6,3,True,False,True,False,True,False,True,False,False,불안정 과열,큰 상승 사건이 많지만 변동성도 함께 확대됨,2.0,불안정 과열,conflict,충돌 상태
2024-03,153130,2024-03-29,106653.0,0.0028868034528801,0.0087679473355655,0.0011663518064373,0.0038836450163968,0.0015461190678679,0.0141854414851728,-0.0622530062990714,0.0018044975760619,0.0,0.0,0.0,6.0,0.0,2.0,12.0,0.0,0.0,0.0,6.0,6.0,1,4,4,False,False,True,False,True,False,True,False,False,과열 후보,상승 사건과 양호한 추세가 강하지만 과도한 상승 여부 확인 필요,-1.0,과열 후보,neutral_watch,관찰·중립
